loan_amnt,term,installment,emp_length,home_ownership,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,log_annual_inc,fico_score,log_revol_bal,charged_off
6000,36,200.7,7,MORTGAGE,Source Verified,14-Apr,car,13.2,1994,6,0,82.2,9,Individual,1,0,4.857338528,742,5.038747293,0
4000,36,136.04,0,MORTGAGE,Not Verified,14-Apr,car,11.22,2002,4,0,95.8,11,Individual,2,0,4.662767273,667,3.499824496,0
5425,36,185.84,8,RENT,Verified,14-Apr,car,11.15,1982,5,1,43,21,Individual,0,1,4.612794449,667,3.20709554,0
12800,36,438.47,4,RENT,Verified,14-Apr,car,11.05,2001,10,0,31.6,36,Individual,0,0,4.716011695,702,3.729731595,0
3675,36,127.96,4,RENT,Source Verified,14-Apr,car,8.9,2002,8,1,29.7,27,Individual,4,1,4.845104244,662,3.43264866,0
10800,60,289.09,10,RENT,Source Verified,14-Apr,car,29.49,1996,10,0,72.6,16,Individual,0,0,4.640193137,682,4.089127629,1
15000,36,517.34,10,OWN,Source Verified,14-Apr,car,30.19,1982,9,2,84.3,22,Individual,1,0,4.845104244,677,4.163817094,0
3500,36,109.07,7,MORTGAGE,Source Verified,14-Apr,car,17.56,2000,11,0,80.5,41,Individual,4,0,5.380213051,752,4.620073562,0
5000,36,156.46,0,RENT,Source Verified,14-Apr,car,4.36,2005,8,0,8.5,14,Individual,0,0,4.954247335,762,3.402605242,0
8000,36,269.52,10,MORTGAGE,Not Verified,14-Apr,car,18.28,2004,17,0,21.9,47,Individual,2,0,4.812920038,667,3.598024072,0
2650,36,103.18,8,RENT,Source Verified,14-Apr,car,9.16,2000,9,1,43.4,27,Individual,2,1,4.740370586,662,3.401228167,0
2500,36,86.23,4,MORTGAGE,Not Verified,14-Apr,car,7.5,2004,4,1,97.3,15,Individual,5,1,4.602070849,662,4.067182486,0
6000,36,204.05,10,MORTGAGE,Source Verified,14-Apr,car,6.57,1999,7,0,38.6,19,Individual,4,0,4.378779331,707,3.511214701,0
5600,36,190.45,10,RENT,Source Verified,14-Apr,car,12.45,2004,6,0,16.9,11,Individual,0,0,4.653222165,717,3.237040791,0
8000,36,269.52,4,RENT,Source Verified,14-Apr,car,26.64,2006,10,0,19.7,16,Individual,0,0,4.477135731,707,3.304059466,0
5000,36,170.04,6,MORTGAGE,Verified,14-Apr,car,15.87,2006,10,0,34.1,14,Individual,0,0,4.380229337,687,3.850891184,0
9000,36,310.41,10,RENT,Verified,14-Apr,car,8.68,2006,5,0,82,10,Individual,0,0,4.477135731,667,3.692229836,0
9250,36,365.34,10,RENT,Verified,14-Apr,car,15.29,2004,6,0,82.9,19,Individual,0,0,4.819550516,662,4.025592569,0
8350,36,287.99,10,MORTGAGE,Not Verified,14-Apr,car,18.05,1997,26,0,66.2,62,Individual,0,0,4.30105171,677,3.966892296,0
6000,36,205.54,10,RENT,Source Verified,14-Apr,car,2.4,2001,8,1,46.2,26,Individual,6,1,4.845104244,697,3.701913211,0
8000,36,254.03,10,MORTGAGE,Source Verified,14-Apr,car,17.96,1997,21,0,26.4,35,Individual,3,0,4.973132474,717,4.062356318,0
2000,36,66.9,7,RENT,Not Verified,14-Apr,car,25.06,2001,12,0,4.1,34,Individual,0,0,4.763435481,717,2.671172843,0
12000,60,280.22,10,MORTGAGE,Source Verified,14-Apr,car,11.05,1994,7,0,64.3,23,Individual,3,0,5.031000238,667,4.258589398,0
8000,36,250.33,10,MORTGAGE,Not Verified,14-Apr,car,15.64,1997,13,0,69.2,33,Individual,2,0,5.00860443,717,4.049450618,1
5000,36,192.12,6,RENT,Source Verified,14-Apr,car,16.8,2008,12,0,92.2,14,Individual,0,0,4.623259631,662,4.254813841,0
3000,36,101.07,2,RENT,Source Verified,14-Apr,car,17.19,2000,9,1,36.7,21,Individual,1,1,4.857338528,677,3.519434195,0
8000,36,302.15,7,RENT,Verified,14-Apr,car,9.22,2010,5,0,83.8,7,Individual,0,0,4.69897869,667,3.686814955,0
3600,36,120.42,10,OWN,Source Verified,14-Apr,car,12.66,1983,9,1,64.5,26,Individual,1,1,4.724284064,702,3.472171147,0
8000,36,256.9,8,MORTGAGE,Source Verified,14-Apr,car,28.75,2001,12,0,23.1,27,Individual,2,0,4.640491375,682,3.245018871,0
8275,36,251.86,10,OWN,Source Verified,14-Apr,car,4.38,2001,9,0,17.6,28,Individual,2,0,5.373649309,792,3.540704783,0
4200,36,146.24,10,OWN,Not Verified,14-Apr,car,19.34,1989,8,0,80.3,15,Individual,4,0,4.584342534,712,4.460852758,0
18000,60,501.76,3,RENT,Not Verified,14-Apr,car,34.08,2000,26,0,70.5,40,Individual,0,0,4.653222165,672,4.398287305,1
4000,36,127.02,0,RENT,Not Verified,14-Apr,car,19.58,2003,13,0,59.8,27,Individual,0,0,4.819550516,697,3.695831773,0
3000,36,93.49,2,OWN,Not Verified,14-Apr,car,15.87,1990,14,0,12.5,26,Individual,0,0,4.857338528,807,3.858477042,0
2975,36,110.55,1,RENT,Not Verified,14-Apr,car,13.05,2010,5,0,38.3,7,Individual,0,0,4.431379849,667,3.655042341,1
10000,36,334.49,4,OWN,Source Verified,14-Apr,car,11.55,2010,8,0,40.2,13,Individual,0,0,4.845104244,707,3.83231727,0
4425,36,152.62,10,MORTGAGE,Not Verified,14-Apr,car,17.97,1995,5,1,58.4,28,Individual,2,1,4.544080453,667,3.33485569,0
20900,60,493.27,10,MORTGAGE,Not Verified,14-Apr,car,20.9,2000,16,0,59.2,38,Individual,7,0,4.903095416,712,4.559224139,1
12575,60,375.69,1,RENT,Verified,14-Apr,car,2.06,2007,9,0,31.3,18,Individual,0,0,5.000004343,672,3.994185128,0
7200,36,231.21,3,OWN,Not Verified,14-Apr,car,17.18,1994,8,1,81.2,20,Individual,2,0,5.178968319,692,4.780461333,0
4000,36,137.03,3,RENT,Verified,14-Apr,car,16.18,1995,7,0,66,22,Individual,4,0,4.845104244,662,3.67660217,0
1500,36,54.42,10,MORTGAGE,Source Verified,14-Apr,car,15.59,1998,12,1,52.9,21,Individual,4,1,4.968487618,677,4.20183393,1
6000,36,187.75,1,RENT,Verified,14-Apr,car,2.04,1999,6,0,5.8,10,Individual,0,0,5.079184865,802,3.426185825,0
15000,36,505.34,10,RENT,Source Verified,14-Apr,car,23.4,2000,15,0,28.9,23,Individual,0,0,4.602070849,682,3.894924977,1
4000,36,130.94,1,RENT,Not Verified,14-Apr,car,22.92,1986,13,0,49.7,18,Individual,0,0,4.591075743,737,4.199206479,0
9600,36,292.19,10,RENT,Source Verified,14-Apr,car,12.63,2001,8,0,21.8,21,Individual,0,0,4.602070849,767,4.036549054,0
1800,36,60.65,5,RENT,Not Verified,14-Apr,car,10.04,2004,5,0,63.6,14,Individual,0,0,4.342442421,667,3.502563669,0
6000,36,182.62,10,OWN,Not Verified,14-Apr,car,14.09,2000,11,0,18.2,35,Individual,2,0,4.924284456,792,4.077912703,0
8000,36,250.33,1,MORTGAGE,Not Verified,14-Apr,car,24.86,2004,11,0,65.9,13,Individual,1,0,4.602070849,742,4.020568435,0
3200,36,101.62,10,MORTGAGE,Source Verified,14-Apr,car,29.98,2001,13,0,64.1,24,Individual,1,0,4.845104244,727,4.538158845,0
9525,36,320.89,6,RENT,Source Verified,14-Apr,car,13.45,2004,13,0,20.3,21,Individual,0,0,4.818014635,747,3.819017199,0
11650,60,274.96,3,RENT,Not Verified,14-Apr,car,29.65,2008,17,0,27.1,31,Individual,0,0,4.740370586,712,3.658202253,0
5500,36,194.97,5,RENT,Source Verified,14-Apr,car,34.06,2000,9,0,79.1,23,Individual,0,0,4.623259631,672,4.201151228,0
5950,36,210.93,3,RENT,Verified,14-Apr,car,1.1,1992,3,2,53.3,16,Individual,2,1,5.000004343,667,3.559667278,0
7000,36,224.79,8,MORTGAGE,Source Verified,14-Apr,car,14.36,1979,19,0,14.1,35,Individual,6,0,4.764930447,767,4.246424715,0
3000,36,107.82,8,RENT,Source Verified,14-Apr,car,18.18,2003,12,0,45.1,18,Individual,0,0,4.740370586,677,4.030478281,0
4925,36,169.86,1,MORTGAGE,Verified,14-Apr,car,11.8,2000,11,1,53,35,Individual,2,1,4.623259631,667,3.872389388,0
3125,36,107.78,10,OWN,Verified,14-Apr,car,3.43,1996,20,0,6.5,52,Individual,3,0,4.526352203,767,3.681331706,0
8500,36,308.37,10,RENT,Source Verified,14-Apr,car,20.46,1996,9,0,64.9,22,Individual,0,0,4.892100171,687,4.168143775,0
5000,36,184.48,10,MORTGAGE,Source Verified,14-Apr,car,10.14,1996,6,0,92.6,19,Individual,3,0,5.113946693,667,4.124862728,0
9600,36,314.25,6,OWN,Source Verified,14-Apr,car,15.06,2000,8,0,73.2,22,Individual,0,0,4.913819149,687,3.88155583,0
15200,36,516.92,,OWN,Verified,14-Apr,car,0.67,1996,5,0,8.8,26,Individual,0,0,4.653222165,737,3.098297536,0
11000,36,360.08,10,MORTGAGE,Not Verified,14-Apr,car,26.46,1998,7,0,98.3,22,Individual,2,0,5.136723737,722,4.390670213,0
7500,36,238.15,10,OWN,Not Verified,14-Apr,car,17.95,1993,15,0,22.7,40,Individual,7,0,4.707578692,727,3.873494982,0
4300,36,149.72,3,RENT,Not Verified,14-Apr,car,12.39,2010,5,0,47.3,6,Individual,0,0,4.508623974,692,3.308777774,0
4000,36,134.76,10,OWN,Not Verified,14-Apr,car,26.41,1997,17,0,85.3,28,Individual,3,0,4.87852754,697,4.786616571,0
7800,36,255.33,10,OWN,Source Verified,14-Apr,car,6.07,2006,4,0,33.3,8,Individual,0,0,4.544080453,747,3.391464412,0
18000,36,616.6,10,MORTGAGE,Source Verified,14-Apr,car,3.34,1978,11,0,45.2,20,Individual,4,0,5.130336985,707,4.001257631,0
5725,36,197.46,2,MORTGAGE,Verified,14-Apr,car,15.24,1989,4,1,63,36,Individual,3,1,4.477135731,662,3.600537294,0
5000,36,172.45,1,MORTGAGE,Source Verified,14-Apr,car,14.23,1997,6,0,90.9,21,Individual,1,0,5.004325674,687,4.346000701,0
5000,36,158.77,9,MORTGAGE,Not Verified,14-Apr,car,18.21,1995,19,0,45.1,38,Individual,4,0,5.120577221,712,4.347661709,0
8500,36,313.6,,RENT,Verified,14-Apr,car,4.55,1987,6,1,13.4,18,Individual,0,1,4.350441857,667,3.172310969,1
10000,36,334.49,,RENT,Verified,14-Apr,car,4.37,2005,3,0,66.5,5,Individual,0,0,4.556314564,702,3.563481085,0
7000,60,187.38,10,RENT,Source Verified,14-Apr,car,9.39,1997,13,0,50.9,35,Individual,3,0,4.826081285,672,3.985246791,1
4000,36,130.94,6,MORTGAGE,Source Verified,14-Apr,car,18.23,1983,17,0,16.5,34,Individual,4,0,4.623259631,682,3.525821952,0
5000,36,156.46,0,RENT,Verified,14-Mar,car,5.05,1987,12,0,4,22,Individual,0,0,4.69897869,737,3.283074975,0
6675,36,268.23,2,RENT,Source Verified,14-Mar,car,32.16,2008,11,0,95.8,20,Individual,0,0,4.57635287,687,3.966751664,1
3000,36,104.46,3,RENT,Not Verified,14-Mar,car,11.59,2008,13,0,33.9,17,Individual,0,0,4.785336955,672,3.254548077,0
2400,36,87.88,4,OWN,Not Verified,14-Apr,car,17.45,2000,8,0,46.8,32,Individual,1,0,4.602070849,687,3.643156466,0
10000,36,359.38,7,MORTGAGE,Verified,14-Mar,car,24.97,2001,23,0,33.6,41,Individual,1,0,4.778158489,662,4.314835923,0
3600,36,115.61,10,RENT,Not Verified,14-Mar,car,15.37,2004,9,0,82.9,19,Individual,1,0,4.784538842,712,4.405551248,0
5500,36,168.88,1,MORTGAGE,Source Verified,14-Mar,car,11.92,2000,5,0,8.1,11,Individual,2,0,5.079184865,812,2.674861141,0
3000,36,100.35,10,OWN,Source Verified,14-Mar,car,15.09,2000,12,0,33.2,30,Individual,3,0,4.747574929,712,4.005309237,0
5000,36,160.57,,MORTGAGE,Source Verified,14-Mar,car,13.85,1995,9,0,87,20,Individual,3,0,4.892100171,762,4.772270351,0
8000,36,254.03,3,RENT,Source Verified,14-Mar,car,8,2007,14,0,52,23,Individual,0,0,4.361746718,707,3.935910136,0
4700,60,113.33,5,MORTGAGE,Not Verified,14-Mar,car,12.87,2004,18,0,14.6,48,Individual,2,0,5.037430482,727,3.946599625,0
10000,36,349.65,8,RENT,Verified,14-Mar,car,2.92,1998,5,0,58.8,6,Individual,0,0,4.845104244,687,3.718501689,0
9600,36,340.32,0,RENT,Verified,14-Apr,car,34.51,1998,4,0,98.9,12,Individual,0,0,4.623259631,682,3.648457594,0
5600,36,174.51,7,MORTGAGE,Not Verified,14-Mar,car,10.57,1998,13,0,19.2,49,Individual,2,0,5.204122697,787,4.671311721,0
6400,36,214.08,3,RENT,Source Verified,14-Mar,car,10.8,2008,7,0,36,9,Individual,0,0,4.414990051,707,3.639785213,0
6400,36,209.5,1,RENT,Source Verified,14-Mar,car,18.56,2003,7,0,26.9,16,Individual,0,0,4.462412973,742,3.655042341,0
10000,36,332.1,5,MORTGAGE,Source Verified,14-Apr,car,3.39,2001,13,0,27.9,37,Individual,6,0,5.096913487,702,3.825945143,0
5500,36,189.7,7,RENT,Verified,14-Mar,car,11.72,2005,7,0,61.3,14,Individual,0,0,4.579795025,682,4.143170993,0
6000,36,199.26,7,RENT,Source Verified,14-Mar,car,14.63,2000,15,1,16.2,38,Individual,1,1,5.004325674,677,3.641573253,0
21975,36,765.12,2,RENT,Verified,14-Mar,car,3.84,2004,9,0,10.2,9,Individual,0,0,4.69897869,767,3.255513713,0
7025,36,254.86,10,MORTGAGE,Source Verified,14-Mar,car,1.79,2005,4,0,65,10,Individual,2,0,4.890985179,672,3.670153045,0
5000,36,177.25,2,RENT,Verified,14-Mar,car,13.71,2008,10,0,32.4,14,Individual,0,0,4.623259631,677,3.912328358,0
15000,60,407.33,3,MORTGAGE,Not Verified,14-Mar,car,12.85,2003,6,0,86.3,16,Individual,2,0,4.740370586,677,4.706675119,0
5000,36,168.45,6,RENT,Source Verified,14-Mar,car,26.28,2010,11,0,46.4,16,Individual,0,0,4.707578692,682,3.437116093,0
10000,36,336.9,10,MORTGAGE,Verified,14-Mar,car,3.62,1984,9,2,8.2,29,Individual,0,1,4.53149169,687,3.079904468,0
11200,36,374.63,10,MORTGAGE,Source Verified,14-Mar,car,7,1984,14,0,26.3,31,Individual,0,0,4.857338528,737,4.940112882,0
2000,36,62.59,10,MORTGAGE,Verified,14-Mar,car,17.58,1999,14,0,36.9,33,Individual,4,0,4.841115346,737,4.017409009,0
2500,36,83.03,10,RENT,Not Verified,14-Mar,car,6.81,2001,5,0,31,19,Individual,4,0,4.867261193,692,3.464638559,0
7500,36,233.72,1,MORTGAGE,Source Verified,14-Mar,car,10.44,1999,20,0,9.4,38,Individual,1,0,5.079184865,792,4.056485593,0
7000,36,222.28,10,OWN,Source Verified,14-Mar,car,0.18,2004,9,0,9.4,19,Individual,0,0,5.803457799,777,3.587149498,0
2000,36,73.24,9,RENT,Source Verified,14-Mar,car,19.15,2000,4,0,45.5,11,Individual,0,0,4.451202892,662,2.835056102,0
4000,36,139.86,0,RENT,Not Verified,14-Mar,car,14.12,2010,4,0,64,7,Individual,0,0,4.26009525,677,3.325104983,0
6000,36,212.7,10,RENT,Source Verified,14-Mar,car,32.69,2002,14,0,58.1,38,Individual,0,0,4.322239975,662,4.106700732,0
35000,36,1170.71,8,RENT,Verified,14-Mar,car,17.81,1995,10,0,65.5,22,Individual,0,0,5.361729724,722,4.688402023,0
6000,36,206.94,0,RENT,Source Verified,14-Apr,car,19.64,1995,14,3,65.5,30,Individual,0,1,4.58547201,667,3.586924708,0
5100,36,185.02,9,RENT,Source Verified,14-Mar,car,7.64,1999,9,1,69.5,17,Individual,0,0,4.778158489,667,3.416474079,0
3200,36,107.81,9,RENT,Verified,14-Mar,car,7.99,1982,10,1,10.4,47,Individual,4,1,4.672107098,667,3.107888025,0
12575,36,451.91,4,RENT,Not Verified,14-Mar,car,7.48,2010,11,0,55.9,14,Individual,0,0,4.477135731,662,3.691965103,1
4600,36,150.58,3,MORTGAGE,Not Verified,14-Mar,car,10.81,1998,6,0,63.8,25,Individual,4,0,4.959542212,732,4.27485032,0
12000,36,375.49,10,OWN,Not Verified,14-Mar,car,20.68,1993,12,0,46.4,26,Individual,3,0,5.056908661,727,4.037227235,0
8000,36,269.52,10,RENT,Verified,14-Mar,car,6.56,1995,5,0,42.4,9,Individual,0,0,4.447173542,682,3.770189023,0
2600,36,83.5,10,RENT,Verified,14-Mar,car,19.14,1993,10,0,44,18,Individual,0,0,4.875067054,717,3.946452265,0
10800,60,289.09,3,RENT,Source Verified,14-Mar,car,11.9,1994,7,0,101.5,11,Individual,0,0,4.977728177,672,3.941113727,1
9600,36,314.25,8,MORTGAGE,Source Verified,14-Mar,car,24.12,1973,11,0,37.8,23,Individual,3,0,4.513230922,732,3.750431249,0
5000,36,163.67,10,MORTGAGE,Source Verified,14-Mar,car,18.7,1988,11,0,53.5,25,Individual,1,0,4.869237589,697,4.525938404,0
3400,36,124.5,10,MORTGAGE,Source Verified,14-Mar,car,3.27,1979,7,0,51.9,15,Individual,4,0,4.740370586,672,3.206825876,0
5000,36,153.52,0,RENT,Source Verified,14-Mar,car,2.61,2008,3,0,4.3,11,Individual,0,0,4.763435481,777,2.399673721,0
14700,36,507,5,RENT,Not Verified,14-Mar,car,6.31,2006,7,0,19.9,10,Individual,0,0,4.544080453,667,3.272305844,1
7000,36,234.15,5,RENT,Not Verified,14-Mar,car,25.54,2010,14,0,25.3,16,Individual,0,0,4.39795738,702,3.840733235,0
5000,36,174.83,,OWN,Verified,14-Mar,car,18.57,1983,7,0,70.4,14,Individual,0,0,4.556314564,667,3.728678367,0
13000,36,460.84,5,RENT,Verified,14-Mar,car,16.18,2009,10,0,39.5,10,Individual,0,0,4.612794449,677,3.868526887,1
3600,36,119.56,7,OWN,Not Verified,14-Mar,car,8.06,2002,4,0,41.8,7,Individual,1,0,4.903095416,682,2.983626287,0
21350,60,579.76,10,RENT,Source Verified,14-Mar,car,5.92,2002,14,0,12.5,25,Individual,4,0,5.000004343,722,2.992111488,1
4000,36,125.17,,MORTGAGE,Verified,14-Mar,car,21.3,1961,12,0,25.2,30,Individual,5,0,4.72165401,802,4.000173683,0
24725,60,654.93,,RENT,Verified,14-Mar,car,8.37,1995,8,0,69.1,21,Individual,5,0,4.749805859,662,4.163846876,1
5500,36,172.1,0,RENT,Not Verified,14-Mar,car,9.45,2006,16,0,6.1,27,Individual,0,0,4.929424035,712,2.871572936,0
5400,36,197.73,0,RENT,Not Verified,14-Mar,car,2.25,2009,14,0,17.2,18,Individual,0,0,4.50516355,677,3.36567514,0
6725,36,235.14,1,RENT,Source Verified,14-Mar,car,20.2,2006,7,0,38.5,13,Individual,0,0,4.477135731,667,3.318480725,0
7500,36,249.08,10,MORTGAGE,Source Verified,14-Mar,car,13.3,1990,5,0,99.8,21,Individual,3,0,4.875067054,722,4.470278154,0
7500,36,258.67,10,MORTGAGE,Not Verified,14-Mar,car,2.77,2000,6,0,71.9,17,Individual,3,0,4.954247335,667,3.949975178,0
7200,36,242.57,10,MORTGAGE,Source Verified,14-Mar,car,5.85,1974,7,1,55.6,31,Individual,4,1,4.930444692,692,3.444044796,0
7000,36,235.83,1,RENT,Not Verified,14-Mar,car,6.81,2010,9,0,31.3,14,Individual,0,0,4.863328809,672,3.723373567,0
5000,36,174.09,10,MORTGAGE,Source Verified,14-Mar,car,12.73,1975,14,0,80.1,24,Individual,2,0,4.939524244,702,4.265289626,0
9000,36,289.02,0,RENT,Source Verified,14-Mar,car,19.55,2007,15,0,4.1,23,Individual,0,0,4.447173542,692,2.506505032,0
24000,36,770.7,7,MORTGAGE,Verified,14-Mar,car,23.16,1997,16,0,45.1,38,Individual,3,0,5.000004343,717,4.496362205,1
5000,36,163.67,4,RENT,Not Verified,14-Mar,car,22.24,1994,12,0,22.6,20,Individual,0,0,4.176120211,707,4.001084381,0
3000,36,102.03,3,RENT,Source Verified,14-Mar,car,6.1,1996,5,1,50.5,7,Individual,0,1,4.544080453,677,3.741151599,0
7350,36,251.78,1,MORTGAGE,Not Verified,14-Mar,car,0.86,2007,2,0,5.4,12,Individual,2,0,4.544080453,687,1.913813852,0
6500,36,203.39,10,MORTGAGE,Not Verified,14-Mar,car,9.32,2000,8,0,10.9,14,Individual,2,0,4.954247335,757,3.427323786,0
17000,36,529.75,2,RENT,Not Verified,14-Mar,car,25.28,2006,15,0,63.5,19,Individual,0,0,4.770859373,697,4.033262876,0
8750,36,304.66,2,RENT,Not Verified,14-Mar,car,9.06,2002,4,0,48.9,9,Individual,0,0,4.30105171,712,3.835817354,0
3100,36,99.55,0,OWN,Not Verified,14-Mar,car,10.76,1989,6,0,89.9,23,Individual,5,0,4.954247335,722,4.485210191,0
13000,36,412.8,3,RENT,Source Verified,14-Mar,car,5.51,1998,5,0,29,14,Individual,0,0,5.417433494,702,3.161966616,1
9850,36,389.04,2,RENT,Not Verified,14-Mar,car,10.61,2008,9,0,68.7,9,Individual,0,0,4.491375703,662,3.810366954,1
20000,36,654.68,3,RENT,Source Verified,14-Mar,car,0.9,2007,14,0,0,24,Individual,0,0,4.812920038,712,0,0
13500,60,318.62,0,RENT,Source Verified,14-Mar,car,4.38,1996,7,0,39.8,19,Individual,2,0,4.949355847,692,3.912009376,0
4475,36,143.71,1,RENT,Not Verified,14-Mar,car,1.18,2007,3,0,8.5,5,Individual,0,0,4.707578692,772,2.692846919,0
16600,36,568.64,3,OWN,Verified,14-Mar,car,23.24,2005,11,0,28,12,Individual,0,0,4.716011695,707,3.443262987,1
5000,36,168.45,3,MORTGAGE,Not Verified,14-Mar,car,13.81,1995,7,0,89.8,15,Individual,2,0,4.739580255,682,3.677515705,0
9000,36,280.46,7,RENT,Source Verified,14-Mar,car,22.36,1992,11,0,36.8,25,Individual,0,0,4.924284456,732,4.22870826,0
12000,36,404.27,0,MORTGAGE,Source Verified,14-Mar,car,8.83,1982,6,1,65.6,26,Individual,5,1,4.826081285,677,3.335858911,0
15000,36,505.34,0,RENT,Not Verified,14-Mar,car,10.14,1992,5,0,31.2,9,Individual,0,0,4.812920038,692,3.576801896,0
20000,36,718.75,6,OWN,Verified,14-Mar,car,4.03,2003,5,0,43.5,12,Individual,0,0,4.812920038,682,3.271841607,0
35000,36,1240.72,10,OWN,Source Verified,14-Mar,car,1.58,1978,14,1,5.7,21,Individual,0,0,5.784618006,667,3.51600623,1
12500,60,291.9,2,MORTGAGE,Source Verified,14-Mar,car,14.57,2002,29,0,67.6,52,Individual,4,0,5.681242142,702,4.292388998,0
4000,36,133.8,10,MORTGAGE,Source Verified,14-Mar,car,12.56,1991,15,0,2.3,26,Individual,2,0,5.059188407,762,2.72916479,0
5000,36,174.09,4,OWN,Source Verified,14-Mar,car,20.25,1979,6,0,68.7,8,Individual,1,0,4.491375703,677,3.676053125,1
3000,36,104.9,9,RENT,Source Verified,14-Mar,car,11.73,2006,6,0,70.7,11,Individual,0,0,4.431379849,677,4.019490163,1
11650,36,386.9,7,OWN,Not Verified,14-Mar,car,26.7,1990,21,0,32.8,37,Individual,1,0,4.716011695,737,4.369234417,0
22950,36,773.17,6,RENT,Source Verified,14-Mar,car,20.46,2001,8,1,10.3,15,Individual,0,0,4.69897869,672,2.77524626,0
7000,36,213.05,3,RENT,Not Verified,14-Mar,car,13.98,2006,8,0,13.4,11,Individual,0,0,4.681250285,767,3.173477643,0
10000,36,362.78,5,RENT,Not Verified,14-Mar,car,15.06,2009,7,0,88.5,8,Individual,0,0,4.740370586,667,4.018700499,1
13375,36,474.14,2,RENT,Source Verified,14-Mar,car,2.21,1993,6,2,14.2,27,Individual,6,2,4.50516355,662,3.157456768,0
3000,36,104.9,2,RENT,Source Verified,14-Mar,car,12.76,1994,14,2,15.9,27,Individual,2,1,4.740370586,702,3.36361198,1
10500,60,251.51,0,MORTGAGE,Source Verified,14-Mar,car,9.19,1977,11,0,33.9,12,Individual,1,0,4.845104244,707,4.442181775,0
3000,36,98.21,2,MORTGAGE,Not Verified,14-Mar,car,11.45,2006,7,0,23.3,29,Individual,0,0,4.544080453,727,3.06669855,0
15000,36,467.43,0,RENT,Not Verified,14-Mar,car,9.99,2007,14,0,35.9,22,Individual,0,0,4.568213462,747,3.747877706,0
28000,60,675.12,10,MORTGAGE,Source Verified,14-Mar,car,7.49,1984,9,0,14.9,25,Individual,6,0,5.000004343,732,4.525873712,0
20000,60,482.23,0,RENT,Source Verified,14-Mar,car,6.97,1999,8,0,27.3,21,Individual,5,0,5.079184865,667,3.634678752,0
6500,36,222.67,9,MORTGAGE,Not Verified,14-Mar,car,14.64,1998,11,0,89.4,26,Individual,1,0,5.15955817,662,4.263067682,0
3500,36,129.13,9,MORTGAGE,Not Verified,14-Mar,car,24.62,2000,23,0,48.2,43,Individual,1,0,4.732401802,667,4.337019753,0
14025,36,480.44,1,MORTGAGE,Verified,14-Mar,car,8.35,1985,4,1,78,26,Individual,9,1,5.021193435,672,3.336659823,0
7000,36,232.47,1,OWN,Not Verified,14-Mar,car,10.96,1991,9,0,46.4,47,Individual,0,0,5.096913487,677,3.564073979,0
10000,60,262,5,MORTGAGE,Source Verified,14-Mar,car,7.45,2000,9,0,26.1,12,Individual,1,0,4.53149169,677,3.597804842,0
7000,36,232.47,,RENT,Verified,14-Mar,car,15.39,1989,7,1,28,15,Individual,0,1,4.763435481,672,3.456517858,0
3500,36,119.03,3,MORTGAGE,Not Verified,14-Mar,car,22.9,2005,25,0,51.7,32,Individual,1,0,4.749952636,717,4.344608385,1
12000,60,280.22,7,MORTGAGE,Source Verified,14-Mar,car,10.22,1982,6,0,7.9,25,Individual,7,0,4.778158489,707,3.110252917,1
14000,36,444.55,2,MORTGAGE,Source Verified,14-Mar,car,22.94,1995,9,0,93.3,27,Individual,2,0,4.977728177,667,4.427583474,0
4900,36,194.8,4,RENT,Not Verified,14-Feb,car,14.9,2006,11,0,90.8,18,Individual,0,0,4.797066625,662,3.72916479,1
9600,36,348.27,10,RENT,Source Verified,14-Feb,car,5.84,2005,9,1,67.6,13,Individual,0,0,4.924284456,667,4.039770927,1
5000,36,168.45,3,RENT,Not Verified,14-Feb,car,29.7,2001,10,0,55.8,20,Individual,0,0,4.681250285,662,4.038620162,0
15000,60,354.03,0,RENT,Not Verified,14-Feb,car,14.64,2005,14,1,14.1,24,Individual,3,1,4.544080453,692,2.812913357,1
24000,36,762.08,7,RENT,Source Verified,14-Feb,car,18.52,1997,12,0,28.6,30,Individual,0,0,4.919083325,747,4.036549054,0
